id	link	headline	p1	pub_date	text_date
383	http://www.breitbart.com/big-government/2017/09/08/trump-tv-ad-white-house-committed-cut-taxes-year-hard-working-americans/?utm_source=facebook&utm_medium=social	Trump TV Ad: White House Committed to â€˜Cut Taxes this Year for Hard-Working Americansâ€™	Job Creators Network is praising a new White House TV ad celebrating President Donald Trumpâ€™s accomplishments on behalf of the American people and the administrationâ€™s stated â€œcommitment to cut taxes this year.â€	2017-09-08	2017-09-08
384	http://www.breitbart.com/london/2017/09/09/swedish-firemen-let-building-burn-attacked-no-go-zone/?utm_source=facebook&utm_medium=social	Firemen Abandon House Blaze After Being Attacked in Swedish No-Go Zone	Firefighters in the southern Swedish city of MalmÃ¶ were forced to let a building burn to the ground after they were violently attacked by locals who threw glass bottles at them.	2017-09-09	2017-09-09
385	http://www.breitbart.com/big-government/2017/09/08/report-robert-mueller-likely-wants-to-interview-six-white-house-aides-in-russia-probe/?utm_source=facebook&utm_medium=social	Report: Robert Mueller Likely Wants to Interview Six White House Aides in Russia Probe	FBI Special Counsel Robert Mueller has reportedly told the White House that he intends to interview six current and former top staffers in relation to his investigation into alleged Russian interference in the 2016 election.	2017-09-08	2017-09-08
386	http://www.breitbart.com/video/2017/09/08/maher-socialism-is-not-such-a-bad-idea-when-youre-standing-in-toxic-floodwaters/?utm_source=facebook&utm_medium=social	Maher: â€˜Socialism Is Not Such a Bad Idea When Youâ€™re Standing in Toxic Floodwaterâ€™	On Fridayâ€™s broadcast of HBOâ€™s â€œReal Time,â€ host Bill Maher argued that it isnâ€™t fair that the â€œresponsibleâ€ people who pay more in taxes and believe in climate change are bailing out those who dislike government.	2017-09-08	2017-09-08
388	http://www.breitbart.com/video/2017/09/08/maher-an-inconvenient-truth-that-climate-change-deniers-have-houses-in-irmas-path/?utm_source=facebook&utm_medium=social	Maher: â€˜An Inconvenient Truthâ€™ That Climate Change Deniers Have Houses in Irmaâ€™s Path	On Fridayâ€™s broadcast of HBOâ€™s â€œReal Time,â€ host Bill Maher remarked that itâ€™s â€œan inconvenient truthâ€ that climate change deniers have houses in the path of Hurricane Irma and members of the audience cheered and applauded the prospect that the deniersâ€™ houses would be destroyed.	2017-09-08	2017-09-08
389	http://www.breitbart.com/big-government/2017/09/08/video-illegal-aliens-open-borders-activists-demolish-fake-sessions-monument-doj/?utm_source=facebook&utm_medium=social	VIDEO: Illegal Aliens, Open Borders Activists Demolish Fake Jeff Sessions Monument Outside DOJ	Attorney General Jeff Sessions announced on behalf of President Trumpâ€™s administration Tuesday that an Obama-created amnesty program for illegal aliens would end; consequently, open borders activists took to the streets in Washington, DC, the following day.	2017-09-08	2017-09-08
390	http://www.breitbart.com/tech/2017/09/08/wsj-poll-americans-losing-faith-in-college-degrees/?utm_source=facebook&utm_medium=social	WSJ Poll: Americans Losing Faith in College Degrees	A poll published on Thursday by theÂ Wall Street Journal reveals that Americans are losing faith in college degrees.	2017-09-08	2017-09-08
391	http://www.breitbart.com/video/2017/09/08/kaine-concerned-depiction-antifa-dont-know-enough-say-theyre-terrorists/?utm_source=facebook&utm_medium=social	Kaine Concerned About Depiction of Antifa â€” â€˜I Donâ€™t Know Enough About Them to Say That Theyâ€™re Terroristsâ€™	Thursday on Capitol Hill, Sen. Tim Kaine said he does not know enough about anti-fascist groups to support classifying them as domestic terrorists.	2017-09-08	2017-09-08
392	http://www.breitbart.com/video/2017/09/08/mcauliffe-lets-tear-confederate-monuments/?utm_source=facebook&utm_medium=social	McAuliffe: â€˜Letâ€™s Tear Downâ€™ Those Confederate Monuments	Last week at a Brookings Institution forum on criminal justice reform, Gov. Terry McAuliffe (D-VA) said the Confederate monuments in his state should be torn down.	2017-09-08	2017-09-08
393	http://www.breitbart.com/sports/2017/09/08/tragic-kingdom-dragged-down-by-espn-disney-shares-continue-tumble/?utm_source=facebook&utm_medium=social	Tragic Kingdom: Dragged Down By ESPN, Disney Shares Continue to Tumble	ESPN is still dragging down the stock prices of parent company Disney, whose shares fell another 5 percent this week.	2017-09-08	2017-09-08
394	http://www.breitbart.com/tech/2017/09/08/edinburgh-university-drops-investigation-against-student-who-mocked-isis-on-social-media/	Edinburgh University Drops Investigation Against Student Who Mocked ISIS on Social Media	Edinburgh University has dropped an investigation against student Robbie Travers, who was accused of a hate crime after he mocked ISIS on social media.	2017-09-08	2017-09-08
395	http://www.breitbart.com/big-hollywood/2017/09/08/exclusive-jackie-mason-roasts-jennifer-lawrence-for-suggesting-hurricanes-are-natures-wrath-over-trump/?utm_source=facebook&utm_medium=social	EXCLUSIVE: Jackie Mason Roasts Jennifer Lawrence for Suggesting Hurricanes Are â€˜Natureâ€™s Wrathâ€™ Over Trump	NEW YORK â€” Legendary comedian Jackie Mason had a few choice words for movie star Jennifer Lawrence, who appeared to suggest that the recent spate of hurricanes were â€œmother natureâ€™s rage and wrathâ€ for Donald Trumpâ€™s victory in the 2016 presidential race.	2017-09-08	2017-09-08
396	http://www.breitbart.com/big-hollywood/2017/09/08/star-trek-trump-racist-klingons/?utm_source=facebook&utm_medium=social	â€˜Star Trek: Discoveryâ€™ Likens Trump Supporters to Racist Klingons	Producers of the new, Internet-onlyÂ Star TrekÂ seriesÂ say their new Klingon warriors are allegories for racist Trump supporters.	2017-09-08	2017-09-08
397	http://www.breitbart.com/tech/2017/09/08/14-year-old-boy-changes-mind-two-years-transitioning-woman-hormones/?utm_source=facebook&utm_medium=social	14-year-old Boy Reverses Gender Transition After 2 Years	A 14-year-old Australian boy has changed his mind two years after he began gender transition into a woman with female hormones at age 12.	2017-09-08	2017-09-08
398	http://www.breitbart.com/big-government/2017/09/08/joe-bidens-daughter-says-hopes-runs-2020/?utm_source=facebook&utm_medium=social	Joe Bidenâ€™s Daughter Says She Hopes He Runs in 2020	Former Vice President Joe Bidenâ€™s daughter said this week that she hopes her father runs for the presidency in 2020, a move likely to stoke speculation that Biden is planning what could be a formidable run against President Trump.	2017-09-08	2017-09-08
399	http://www.breitbart.com/big-government/2017/09/08/sexual-abuse-allegations-fox-news-releases-after-sexual-abuse-allegations-fox-news-releases-eric-bolling-cancels-the-specialists/?utm_source=facebook&utm_medium=social	After Sexual Abuse Allegations, Fox News Releases Eric Bolling, Cancels â€˜The Specialistsâ€™	Fox News confirmed Friday that it is parting ways with The Specialists host Eric Bolling after allegations of sexual misconduct were lodged against him. The Specialists has also been canceled.	2017-09-08	2017-09-08
400	http://www.breitbart.com/big-hollywood/2017/09/08/montgomery-gentry-singer-dies-new-jersey-helicopter-crash/?utm_source=facebook&utm_medium=social	Montgomery Gentry Singer Dies in New Jersey Helicopter Crash	LUMBERTON, N.J. (AP) â€” Troy Gentry, one half of the award-winning country music duo Montgomery Gentry, died Friday in a helicopter crash just hours before a concert, according to a statement from the bandâ€™s website. He was 50.	2017-09-08	2017-09-08
401	http://www.breitbart.com/big-government/2017/09/08/jeff-sessions-doj-will-not-investigate-irs-suppression-tea-party-groups/?utm_source=facebook&utm_medium=social	Jeff Sessionsâ€™ DoJ Will Not Investigate IRS Suppression of Tea Party Groups	Republicans slammed the Friday announcement by President Donald Trumpâ€™s justice department that it will not investigate the official who allegedly oversaw the IRSâ€™ secret sabotage of Americansâ€™ civic groups before the 2012 election.	2017-09-08	2017-09-08
402	http://www.breitbart.com/big-journalism/2017/09/07/daily-beast-senior-politics-editor-sam-stein-believes-daca-participants-can-vote/?utm_source=facebook&utm_medium=social	Nolte: Daily Beast Senior Politics Editor Sam Stein Believes DACA Participants Can â€¦ Vote	If we have learned anything over the past decade, it is that the attributes of practical knowledge, real world experience, and wisdom are not necessary if one is to rise like cream among our media elite; in fact those qualities are actively discouraged.	2017-09-07	2017-09-07
403	http://www.breitbart.com/big-government/2017/09/08/minnesota-high-school-students-reject-schools-flag-ban/?utm_source=facebook&utm_medium=social	Minnesota High School Students Reject Schoolâ€™s Flag Ban	A group of students at a Minnesota high school rallied to oppose a flag ban when school administrators banned the U.S. and Confederate flags. Authorities quickly rescinded the ban.	2017-09-08	2017-09-08
404	http://www.breitbart.com/big-government/2017/09/07/florida-sheriff-sex-offenders-people-warrants-seek-shelter-irma-will-arrested/?utm_source=facebook&utm_medium=social	Florida Sheriff: Sex Offenders, People with Warrants Who Seek Shelter from Irma Will Be Arrested	A Florida sheriff is warning that sex offenders and people with warrants out for their arrest who seek refuge from Hurricane Irma at a shelter will be arrested.	2017-09-07	2017-09-07
405	http://www.breitbart.com/sports/2017/09/08/nfl-ratings-big-opening-night-amid-renewed-anthem-protests/	NFL Ratings Down Big on Opening Night Amid Renewed Anthem Protests	The NFL opened its 2017 season Thursday night, in much the same way that it played out the 2016 season. The game featured the team that won the final game of the year last season, the game was high-scoring with plenty of offense, the game featured an anthem protest, and the leagueâ€™s ratings went down.	2017-09-08	2017-09-08
406	http://www.breitbart.com/big-government/2017/09/08/nolte-those-40-foot-vatican-walls-are-logs-in-the-eyes-of-bannon-bashing-bishops/	Nolte: Those 40-Foot Vatican Walls Are Logs in the Eyes of Bannon-Bashing Bishops	Settled in the middle of Rome, Vatican City serves as the Catholic Churchâ€™s headquarters and is also the Churchâ€™s very own 110-acre sovereign state. And while you are always welcome to enter St. Peterâ€™s Square, that is as far as you are ever going to get.	2017-09-08	2017-09-08
407	http://www.breitbart.com/london/2017/09/08/merkel-protesters-jeer-campaign-trail-eastern-germany/?utm_source=facebook&utm_medium=social	â€˜Traitor to the Peopleâ€™: Protesters Jeer Merkel on Campaign Trail	Protesters heckled and whistled at German ChancellorÂ Angela Merkel as she has campaigned in the eastern German regions of Brandenburg and Saxony this week.	2017-09-08	2017-09-08
408	http://www.breitbart.com/big-government/2017/09/08/report-gary-cohn-bounced-trump-white-house/?utm_source=facebook&utm_medium=social	Report: Gary Cohn Could Be Bounced out of Trump White House	Gary Cohn may not be Donald Trumpâ€™s chief economic adviser for much longer.	2017-09-08	2017-09-08
409	http://www.breitbart.com/big-hollywood/2017/09/08/jennifer-lawrence-hurricanes-harvey-irma-mother-natures-revenge-supporting-trump/?utm_source=facebook&utm_medium=social	Jennifer Lawrence: Hurricanes Harvey, Irma Are Natureâ€™s â€˜Wrathâ€™ for Supporting Trump	Actress Jennifer Lawrence appeared to claim in an interview this week that the deadly hurricanes slashing through parts of the United StatesÂ are natureâ€™s wrathful response to the election of Donald Trump.	2017-09-08	2017-09-08
410	http://www.breitbart.com/big-hollywood/2017/09/08/review-way-long-nothing-close-scary/?utm_source=facebook&utm_medium=social	â€˜Itâ€™ Review: Way Too Long and Nothing Close to Scary	Pennywise the Clown might be the most inept child killer in the history of movies, horror or otherwise. After the opening scene, in which he chews off little Georgieâ€™s arm before dragging the poor kid down a storm drain, the malevolent clown is presented as capable of doing all kinds of amazing things â€” appearing anywhere anytime, staging elaborate games, morphing into various creatures, exploding blood all over a bathroom (that only certain people can see), popping giant-sized out of a wall â€” but for some reason he just canâ€™t close the deal and kill another kid.	2017-09-08	2017-09-08
411	http://www.breitbart.com/big-hollywood/2017/09/08/bono-rips-trump-ending-daca-country-built-dreamers/	Bono Rips Trump for Ending DACA: â€˜This Country Was Built for Dreamersâ€™	U2 frontman Bono blasted President Donald Trumpâ€™s decision to rescind the DACA amnesty program onÂ The Tonight Show Starring Jimmy FallonÂ Thursday, after performing a politically-charged rendition of the Joshua Tree track â€œBullet the Blue Sky.â€	2017-09-08	2017-09-08
412	http://www.breitbart.com/video/2017/09/07/mark-cuban-trumps-deal-democrats-really-smart/?utm_source=facebook&utm_medium=social	Mark Cuban: Trumpâ€™s Deal with Democrats Was â€˜Really Smartâ€™	Thursday on Fox Business Networkâ€™s â€œCavuto: Coast to Coast,â€ billionaire Dallas Mavericks owner Mark Cuban praised President Donald Trump for his debt ceiling deal with the Democrats.	2017-09-07	2017-09-07
413	http://www.breitbart.com/big-government/2017/09/08/lawrence-odonnell-bannon-has-won-war-in-donald-trump-mind-against-mcconnell-ryan/?utm_source=facebook&utm_medium=social	Lawrence Oâ€™Donnell: Bannon Has Won â€˜War in Donald Trumpâ€™s Mindâ€™ Against McConnell/Ryan	MSNBC host Lawrence Oâ€™Donnell believes former White House Chief Strategist Steve Bannon has convinced President Donald Trump that Senate Majority Leader Mitch McConnell (R-KY) and House Speaker Paul Ryan (R-WI) have never had Trumpâ€™s back.	2017-09-08	2017-09-08
414	http://www.breitbart.com/big-government/2017/09/08/delingpole-isis-supporters-and-hillary-supporters-beg-hurricane-irma-destroy-trumps-america/?utm_source=facebook&utm_medium=social	Delingpole: Islamic State and Hillary Supporters Beg Hurricane Irma â€“ â€˜Destroy Trumpâ€™s America!â€™	Islamic StateÂ supporters have united with their natural allies on the regressive left to celebrate the destructive power of Hurricane Irma on the Great Satan and its wicked, climate-denying president Donald Trump.	2017-09-08	2017-09-08
415	http://www.breitbart.com/big-government/2017/09/08/paul-ryan-will-not-let-congress-touch-concealed-reciprocity/?utm_source=facebook&utm_medium=social	GOP Rep: Paul Ryan Will Not Let Congress Touch Concealed Carry Reciprocity	During the September 7 ofÂ Armed American Radio with Mark Walters, Rep. Thomas Massie (R-KY) said his concealed carry legislation is stalled because Speaker Paul Ryan (R-Wisc.) does not want Congress to touch it.	2017-09-08	2017-09-08
416	http://www.breitbart.com/texas/2017/09/08/texas-teacher-indicted-allegedly-kissing-sexting-soliciting-sex-boy/?utm_source=facebook&utm_medium=social	Texas Teacher Indicted for Allegedly Kissing, Sexting, Soliciting Sex from Boy	A North Texas special education teacher at an all-boys middle school was indicted by a DallasÂ grand jury on Wednesday following allegations she inappropriately hooked up with an eighth grade male student, exchanged sexually explicit text messages, solicited sex, and kissed the boy.	2017-09-08	2017-09-08
417	http://www.breitbart.com/texas/2017/09/08/8-1-earthquake-hits-one-mexicos-poorest-regions/	8.2 Earthquake Hits One of Mexicoâ€™s Poorest Regions	A powerful earthquake struck in one of the poorest regions in Mexico, spreading chaos throughout the central part of the country, including Mexico City. Preliminary information released by the government reports at least 32 deaths and 8.2 rating on the Richter scale.	2017-09-08	2017-09-08
418	http://www.breitbart.com/big-government/2017/09/08/jared-kushner-helped-top-democratic-senator-lobby-wh-daca-amnesty/?utm_source=facebook&utm_medium=social	Jared Kushner Helped Top Democratic Senator Lobby WH For DACA Amnesty	President Donald Trumpâ€™s son-in-law set up a secret back channelÂ to help a top Democratic Senator lobbyÂ White House officials in favor of the â€œDACAâ€ amnesty for 800,000 young illegals.	2017-09-08	2017-09-08
419	http://www.breitbart.com/big-hollywood/2017/09/08/stephen-colbert-gives-nazi-salute/?utm_source=facebook&utm_medium=social	Stephen Colbert Gives Nazi Salute to Trump on â€˜Late Showâ€™ (Video)	Late Show host Stephen Colbert delivered a Nazi salute during his Thursday night monologue on the CBS show, while discussing President Donald Trumpâ€™s response to the political violence in Charlottesville, Virginia, in August.	2017-09-08	2017-09-08
420	http://www.breitbart.com/london/2017/09/08/hurricane-irma-british-virgin-islands-devastation-overseas-territories/?utm_source=facebook&utm_medium=social	â€˜Total Devastationâ€™: Hurricane Irma Pummels British Overseas Territories	The British Virgin Islands have declared a state of emergency following HurricaneÂ Irma after the storm struck BritishÂ overseas territories causing mass devastation.	2017-09-08	2017-09-08
421	http://www.breitbart.com/big-government/2017/09/08/tim-kaine-refuses-to-condemn-antifa-dont-like-broad-brushes/	Tim Kaine Refuses to Condemn Antifa: â€˜Donâ€™t Like Broad Brushesâ€™	Sen. Tim Kaine (D-VA) has refused to condemn the radical left-wing street organization Antifa, claiming he doesnâ€™t know enough about the group to pass judgment.	2017-09-08	2017-09-08
422	http://www.breitbart.com/big-government/2017/09/07/married-teacher-charged-rape-sodomy-allegedly-engaging-sex-acts-student/?utm_source=facebook&utm_medium=social	Married Teacher Charged with Rape, Sodomy for Allegedly Engaging in Sex Acts with Student	An Alabama high school teacher has been arrested for allegedly engaging in sex acts with an underage student.	2017-09-07	2017-09-07
423	http://www.breitbart.com/big-government/2017/09/07/koch-brothers-line-up-with-daca-illegals-to-pressure-republican-congress-to-pass-amnesty/?utm_source=facebook&utm_medium=social	Koch Brothers Line Up with DACA Illegals to Pressure Republican Congress to Pass Amnesty	Long-time pro-mass immigration billionaires Charles and David Koch became the latest force to pressure congressional Republicans to nullify the end of DACA with a legislative amnesty Thursday.	2017-09-07	2017-09-07
424	http://www.breitbart.com/big-government/2017/09/08/bannon-paul-ryan-mitch-mcconnell-trying-to-nullify-2016-election/?utm_source=facebook&utm_medium=social	Bannon on 60 Minutes: Paul Ryan, Mitch McConnell â€˜Trying to Nullify 2016 Electionâ€™	Former White House Chief Strategist Stephen K. Bannon believes Senate Majority Leader Mitch McConnell (R-KY) and House Speaker Paul Ryan (R-WI) are trying to â€œnullifyâ€ the 2016 election because they do not believe in the economic nationalist agenda that got President Donald Trump elected.	2017-09-08	2017-09-08
425	http://www.breitbart.com/video/2017/09/07/msnbcs-odonnell-luckily-people-in-irmas-path-will-be-relying-on-govt-pros-and-not-trump/?utm_source=facebook&utm_medium=social	MSNBCâ€™s Oâ€™Donnell: â€˜Luckilyâ€™ People in Irmaâ€™s Path Will Be Relying on Govâ€™t Pros and Not Trump	On Thursdayâ€™s broadcast of MSNBCâ€™s â€œThe Last Word,â€ anchor Lawrence Oâ€™Donnell stated that it is a good thing those in danger from Hurricane IrmaÂ will rely on government professionals and not President Trump.	2017-09-07	2017-09-07
426	http://www.breitbart.com/big-government/2017/09/08/luis-gutierrez-refuses-to-apologize-after-saying-john-kelly-disgrace-to-uniform/?utm_source=facebook&utm_medium=social	Luis Gutierrez Refuses to Apologize After Saying John Kelly â€˜Disgrace to the Uniformâ€™	Rep. Luis Gutierrez (D-IL) keeps doubling down and refuses to apologize after sayingÂ President Donald Trumpâ€™s Chief of Staff John Kelly is a â€œhypocrite who is a disgrace to the uniform he used to wear.â€	2017-09-08	2017-09-08
427	http://www.breitbart.com/big-government/2017/09/07/nolte-u-s-conference-bishops-absurd-response-steve-bannons-60-minutes-interview/?utm_source=facebook&utm_medium=social	Nolte: U.S. Conference of Bishopsâ€™ Ludicrous Response to Steve Bannonâ€™s â€™60 Minutesâ€™ Interview	In a preview of Sundayâ€™s 60 Minutes interview with former White House chief strategist Stephen K. Bannon, CBS released a segment in which Bannon is asked a question by Charlie Rose that no one in the media ever asks pro-gay marriage, pro-abortion Democrats.	2017-09-07	2017-09-07
428	http://www.breitbart.com/texas/2017/09/07/three-illegal-immigrant-ms-13-members-arrested-ohio-georgia/?utm_source=facebook&utm_medium=social	Three Illegal Immigrant MS-13 Members Arrested in Ohio, Georgia	The crackdown on MS-13 continues with the arrest of three more members who were illegally in the United States. 	2017-09-07	2017-09-07
429	http://www.breitbart.com/big-journalism/2017/09/07/new-york-times-runs-200k-ad-from-venezuelan-dictatorship-torturing-its-own-people/?utm_source=facebook&utm_medium=social	New York Times Runs $200k Ad from Venezuelan Dictatorship Torturing Its Own People	The New York TimesÂ ran an advertisement on Wednesday paid for by Venezuelaâ€™s socialistÂ regime on behalf of the Venezuelan people, claiming President Donald Trump seeks to â€œmanufacture a political crisisâ€ in the country.	2017-09-07	2017-09-07
430	http://www.breitbart.com/national-security/2017/09/07/amb-john-bolton-warns-emp-attack-from-north-korea-absolutely-is-a-threat-suggests-military-action/?utm_source=facebook&utm_medium=social	John Bolton: EMP Attack from North Korea â€˜Absolutely Is a Threatâ€™	WASHINGTON, D.C.â€”Former United States Ambassador to the United Nations John Bolton warned on Breitbart News Daily Thursday that a potential electromagnetic pulse (EMP) attack from North Korea â€œabsolutely is a threatâ€ and suggested considering military action againstÂ Pyongyang.	2017-09-07	2017-09-07
431	http://www.breitbart.com/video/2017/09/07/sanders-does-anyone-really-believe-clintons-critique-of-me-in-her-book/?utm_source=facebook&utm_medium=social	Sanders: â€˜Does Anyone Really Believeâ€™ Clintonâ€™s Critique of Me in Her Book?	On Thursdayâ€™s broadcast of MSNBCâ€™s â€œAll In,â€ Senator Bernie Sanders (I-VT) shot back at one Hillary Clintonâ€™s critiques of him in her book, â€œWhat Happenedâ€ by wondering if anyone actually believed it.	2017-09-07	2017-09-07
432	http://www.breitbart.com/big-government/2017/09/07/clinton-unloads-democrats-memoir-angering-some/?utm_source=facebook&utm_medium=social	Hillary Clinton Unloads on Democrats in Memoir, Angering Some	Hillary Clinton is unloading on Democrats in her new memoir, angering some Democratic Party officials in the process.	2017-09-07	2017-09-07
433	http://www.breitbart.com/big-government/2017/09/07/hunger-us-drops-lowest-level-since-2007/?utm_source=facebook&utm_medium=social	Hunger in U.S. Drops to Lowest Level Since 2007	The number of people going hungry in the U.S. is at its lowest level since 2007, according to a new report from the U.S. Department of Agriculture (USDA).	2017-09-07	2017-09-07
434	http://www.breitbart.com/big-government/2017/09/06/u-s-virgin-islands-gov-order-seize-guns-not-mean-seize-guns/?utm_source=facebook&utm_medium=social	U.S. Virgin Islands Gov.: Order to â€˜Seize Armsâ€™ Does Not Mean â€˜Seize Armsâ€™	During a September 6 interview by Fox Newsâ€™s Tucker Carlson, U.S. Virgin Islands Gov. Kenneth Mapp suggested his order directing The Adjutant General of the Virgin Islands National Guard to â€œseize armsâ€ does not mean â€œseize arms.â€	2017-09-06	2017-09-06
435	http://www.breitbart.com/big-government/2017/09/07/associated-press-refers-illegal-alien-daca-recipients-undocumented-citizens/	Associated Press Refers to Illegal Alien DACA Recipients as â€˜Undocumented Citizensâ€™	The Associated Press (AP), against the dictates of its own style guide, employed a new and unprecedentedly inaccurate euphemism for illegal aliens Thursday, referring to them in an article as â€œundocumented citizens.â€	2017-09-07	2017-09-07
436	http://www.breitbart.com/big-government/2017/09/06/daca-illegals-reject-compromise-demand-amnesty-immigration/?utm_source=facebook&utm_medium=social	DACA Illegals Reject Compromise: Demand Amnesty and More Immigration	Young illegal immigrants interviewed by Breitbart News outside the White House said they did not want Congress to curb future immigration â€” even in a compromise to win congressional amnesty and citizenship for themselves and their parents. 	2017-09-06	2017-09-06
437	http://www.breitbart.com/big-government/2017/09/07/three-armed-taco-bell-employees-kill-early-morning-robbery-suspect/?utm_source=facebook&utm_medium=social	Taco Bell Employees Open Fire, Shoot Robbery Suspect Six Times	Police say three armed Taco Bell employees shot and killed an early morning armed robbery suspect in Cleveland, Ohio, on Wednesday.	2017-09-07	2017-09-07
438	http://www.breitbart.com/big-hollywood/2017/09/07/al-sharpton-group-wants-kid-rock-detroit-concerts-canceled/?utm_source=facebook&utm_medium=social	Al Sharpton Group Wants Kid Rock Detroit Concerts Canceled	DETROIT (AP) â€” The choice of Kid Rock as the opening act for a new sports arena in mostly black Detroit has injected the musician into the national debate over race and culture because of his embrace of the Confederate flag, an expletive-laced criticism of NFL quarterback Colin Kaepernick and unabashed support for President Donald Trump.	2017-09-07	2017-09-07
439	http://www.breitbart.com/texas/2017/09/07/daca-fraud-rate-40-50-percent-says-former-immigration-official/	DACA Fraud Rate at â€™40 to 50 Percentâ€™, Says Former Immigration Official	Fraud is rampant and â€œhugeâ€ for the Deferred Action for Childhood Arrivals (DACA) program, a former official with the United States Citizenship and Immigration Services (USCIS) agency alleges.	2017-09-07	2017-09-07
440	http://www.breitbart.com/video/2017/09/07/pelosi-trump-supports-dream-act-sign/?utm_source=facebook&utm_medium=social	Pelosi: Trump Supports DREAM Act: â€˜He Would Sign Itâ€™	Thursday at her weeklyÂ press conference House Minority Leader Nancy Pelosi (D-CA) predicted President Donald Trump would sign the DREAM Act (Development, Relief, and Education for Alien Minors Act) to protect DACA recipients.	2017-09-07	2017-09-07
441	http://www.breitbart.com/environment/2017/09/07/possible-candidate-shailene-woodley-police-searched-my-butt-for-drugs/?utm_source=facebook&utm_medium=social	Possible Congressional Candidate Shailene Woodley: Police Searched My Butt for Drugs During Dakota Pipeline Arrest	Actress and left-wing activist Shailene Woodley has revealed that the police searched her buttocks for drugs lastÂ year after she was arrested whilst protestingÂ the controversial Dakota Access Pipeline.	2017-09-07	2017-09-07
442	http://www.breitbart.com/big-hollywood/2017/09/07/whitewashing-leftwing-hollywoods-systemic-racism-comes-home-roost/?utm_source=facebook&utm_medium=social	Nolte: With â€˜Whitewashingâ€™ Outrage, Leftwing Hollywoodâ€™s Systemic Racism Comes Home to Roost	Chow Yun Fat, Jackie Chan, Bruce Lee â€¦ Samuel L. Jackson, Denzel Washington, Morgan Freeman, Ice Cube, Will Smith â€¦ Jennifer Lopez, Andy Garcia, Javier Bardem, Antonio Banderasâ€¦ Sorry, Hollywoodâ€™s whitewashing problem is not on America.	2017-09-07	2017-09-07
443	http://www.breitbart.com/tech/2017/09/07/facebook-reportedly-sold-political-ads-to-russians-during-2016-election/	Report: Facebook Sold Political Ads to Russians During 2016 Election	Facebook has revealed that during the 2016 presidential election, Russian sources purchased political advertisements on the social media platform.	2017-09-07	2017-09-07
444	http://www.breitbart.com/big-journalism/2017/09/07/steve-bannon-media-is-right-im-a-street-fighter/?utm_source=facebook&utm_medium=social	Steve Bannon: Media Are Right â€” â€˜Iâ€™m a Street Fighterâ€™	Former White House Chief Strategist Stephen K. Bannon identified himself as a â€œstreet fighterâ€ in an interview with CBS anchor Charlie Rose.	2017-09-07	2017-09-07
445	http://www.breitbart.com/tech/2017/09/07/7336691/?utm_source=facebook&utm_medium=social	Report: Amazon Plans New $5B Headquarters in America, to Include 50,000 â€˜High-Payingâ€™ Jobs	Amazon has announced its intention to build a new, second headquarters complex in North America, which would reportedly cost up to $5 billion to build and run, and include 50,000 â€œhigh-payingâ€ jobs.	2017-09-07	2017-09-07
446	http://www.breitbart.com/big-hollywood/2017/09/07/chelsea-handler-trump-bigger-criminal-dreamers/?utm_source=facebook&utm_medium=social	Chelsea Handler: Trump a Bigger Criminal than Dreamers (Video)	Comedian Chelsea Handler closed theÂ latest episode of her Netflix talk show by apologizing to the estimated 800,000 illegal immigrants affected by President Trumpâ€™sÂ decision to end the Deferred Action for Childhood Arrivals (DACA) amnesty program.	2017-09-07	2017-09-07
447	http://www.breitbart.com/big-government/2017/09/07/steve-bannon-on-60-minutes-no-room-in-american-society-for-the-kkk-and-white-nationalists/?utm_source=facebook&utm_medium=social	Steve Bannon on 60 Minutes: â€˜No Room in American Societyâ€™ for the KKK and White Nationalists	Former White House chief strategist Stephen K. Bannon believes that Americans should shun white nationalists, Neo-Nazis, and the KKK.	2017-09-07	2017-09-07
448	http://www.breitbart.com/big-government/2017/09/07/you-have-nothing-to-worry-about-nancy-pelosi-prompts-donald-trump-tweet-to-daca-illegals/?utm_source=facebook&utm_medium=social	â€˜You Have Nothing to Worry Aboutâ€™ â€” Nancy Pelosi Prompts Donald Trump Tweet to DACA Illegals	President Donald Trump continued to signal support for illegal immigrants brought to the United States as children who received executive amnesty from former President Obamaâ€™s DACA program.	2017-09-07	2017-09-07
449	http://www.breitbart.com/london/2017/09/07/niqab-clad-woman-assaults-saleswoman-lingerie-islamic-headscarves/?utm_source=facebook&utm_medium=social	Veiled Woman Assaults Shopkeeper for Selling Lingerie Near Headscarves	A saleswoman in a fashion boutique in Berlin was viciously assaulted by a niqab-wearing woman who objected to lingerie being displayed in the same window as Islamic headscarves.	2017-09-07	2017-09-07
450	http://www.breitbart.com/big-government/2017/09/07/newt-gingrich-launches-video-series-to-combat-leftist-revisionism/?utm_source=facebook&utm_medium=social	Newt Gingrich Launches Video Series to Combat Leftist Revisionism	Former Speaker of the House Newt Gingrich launched a new online video history course Thursday called Defending America designed to counter politically correct revisionism and the leftâ€™s increasing stranglehold on education.	2017-09-07	2017-09-07
